BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-92745,SEMCODA,None,Mme VIRION Bur 1.009,,,M. le Président Directeur Général50 rue du Pavillon - cs 91007,1009,Bourg en Bresse,,(+33) 4-74-22-83-43,,,"joelle.virion@semcoda.com,marlene.richard@semcoda.com",,,,,,,False,False,,False,False
15-92746,C.R.O.U.S.,None,service des marchés,,,25 rue etienne dolet,63000,clermont ferrand,,,,,marches@crous-clermont.fr,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,False,,False,False
15-92747,MINDEF/EMA/DCSCA/CESCOF/Antenne Navale,None,M. Hiaux Jean-François,Directeur du CESCOF Antenne navale (CESCOF/AN),,BCRM de Toulon - CESCOF Antenne navale - BP 72 - Marchés publics,83800,Toulon cedex,,(+33) 4-22-43-65-89,,(+33) 4-22-43-65-86,cescof.an.marches@orange.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=189919&orgAcronyme=g7h,,,,,False,False,,False,False
15-92748,Ville de Lesparre,None, Monsieur le Maire,,,37 crs du Mal de Lattre de Tassigny,33340,Lesparre-Médoc,,05-56-73-21-08,,05-56-41-86-83,secretariat.maire@mairire-lesparre.fr,http://www.mairie-lesparre.fr,https://webmarche.adullact.org,,,,,False,False,,False,False
15-92749,Communauté d'Agglomération de Reims,None,Mme La Présidente De Reims Métropole,Madame la Présidente - C3C Pôle Services Urbains - bureau 110 -,,Place de l'Hôtel de Ville - CS 80036 Place de l'Hôtel de Ville,51722,Reims,,(+33) 3-26-77-74-30,,(+33) 3-26-77-73-50,c3c.psu@reimsmetropole.fr,http://www.reimsmetropole.fr,https://marches.reimsmetropole.fr,https://marches.reimsmetropole.fr,https://marches.reimsmetropole.fr,,,False,False,,False,False
15-92750,Ville d'Herblay,None,"M. ROULEAU Philippe, Maire",,,"43, rue du Général de Gaulle",95221,Herblay cedex,,01-34-50-55-17,,01-39-78-75-46,marchespublics@herblay.fr,http://www.herblay.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-92751,CHU St Etienne,None,Mlle Laurence Vétard,,,Direction des achats et de la logistique,42055,St etienne,,(+33) 4-77-12-79-15,,(+33) 4-77-12-73-15,laurence.vetard@chu-st-etienne.fr,http://www.chu-st-etienne.fr,http://www.achats-hopitaux.com,,,,,False,False,,False,False
15-92752,Lille Métropole Habitat,None,Mme la directrice générale de LMH,,,425 Boulevard Gambetta,59200,Tourcoing,,,,,,http://www.lmh.fr,http://marches-publics.sis-marches.com/lmh/index.jsp,,,,,False,False,,False,False
15-92753,commune de Saint-Cyprien,None,M. Le Maire,,,place François Desnoyer,66750,Saint-Cyprien,,,,,,,,,,,,False,False,,False,False
15-92755,CC Cotes de Combrailles,None,Monsieur le Président,,,2 rue de la Poste,63460,combronde,,,,,administration@cotesdecombrailles.fr,,http://klekoon.fr,,,,,False,False,,False,False
15-92756,COMMUNE DE ST DIDIER EN VELAY,None,BLANCHARD Christian,,,2 boulevard Pélissac,43140,St Didier en Velay,,04-71-61-14-07,,04-71-66-29-83,mairiestdidierenvelay@wanadoo.fr,,,,,,,False,False,,False,False
15-92757,SDIS d'Indre et Loire,None,M. Le Président du C.A.S.D.I.S,,,Za de la Haute Limougère Route de Saint-Roch,37230,Fondettes,,,,,,http://www.sdis37.fr,http://www.sdis37.marcoweb.fr,,,,,False,False,,False,False
15-92758,Université de Bretagne Sud,None,Président de l'université de Bretagne Sud,,,bp 92116,56321,lorient,,,,,sefi.marches@listes.univ-ubs.fr,http://www.univ-ubs.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-92759,Conseil général du Puy de Dôme,None, DGRM/DR/SDCE,,,"HÔTEL DU Département 24, rue Saint Esprit Cedex 1",63033,Clermont Ferrand,,,,,,,,,,,,False,False,,False,False
15-92760,Communauté Urbaine Toulouse Métropole,None,M. Le Président de Toulouse Métropole,,,"6, Rue René Leduc - BP 35821",31505,Toulouse cedex 5,,,,,marchespublics@toulouse-metropole.fr,http://www.toulouse-metropole.fr,http://www.marchespublics.toulouse-metropole.fr,,,,,False,False,,False,False
15-92761,MINDEF/EMA/DCSCA/CESCOF/Antenne Navale,None,M. Hiaux Jean-François,Directeur du CESCOF Antenne navale (CESCOF/AN),,BCRM de Toulon - CESCOF Antenne navale - BP 72,83800,Toulon cedex 9,,(+33) 4-22-43-65-89,,(+33) 4-22-43-65-86,cescof.an.marches@orange.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=220753&orgAcronyme=g7h,,,,,False,False,,False,False
15-92762,Ville de Romainville,None,Mme MICHELET Murielle,,,Service de la Commande Publique Place de la Laicité,93231,Romainville cedex,,(+33) 1-49-20-93-88,,,achats.publics@ville-romainville.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-92763,Centre Hospitalier de Rouffach,None,"M. Michel Bentz, Directeur de la logistique, coordonnateur du groupement",,,Groupement de commandes - 27 rue du 4ème R.S.M. - BP 29,68250,Rouffach,,(+33) 3-89-78-74-85,,(+33) 3-86-78-72-14,,http://www.ch-rouffach.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,,,False,False,,False,False
15-92764,Ville de Schiltigheim,None," CHAIZE Adrien, Responsable Service Marchés Publics",,,110 route de Bischwiller BP 98,67302,Schiltigheim,,03-88-83-84-86,,,marches.publics@ville-schiltigheim.fr,http://www.ville-schiltigheim.fr,,,,,,False,False,,False,False
15-92765,Communauté d'Agglo. du Val d'Orge,24910050400011," LEONHARDT Olivier, Président",,,"La Maréchaussée,, 1 place Saint Exupéry",91704,Sainte Geneviève des Bois Cedex,,(+33) 1-69-72-18-00,,(+33) 1-69-72-18-01,marches@agglo-valdorge.fr,http://www.agglo-valdorge.fr,http://www.marchespublics-idf-centre.fr,,,,,False,False,,False,False
15-92766,Communauté d'Agglo. du Val d'Orge,24910050400011," LEONHARDT Olivier, Président",,,"La Maréchaussée,, 1 place Saint Exupéry",91704,Sainte Geneviève des Bois Cedex,,(+33) 1-69-72-18-00,,(+33) 1-69-72-18-01,marches@agglo-valdorge.fr,http://www.agglo-valdorge.fr,http://www.marchespublics-idf-centre.fr,,,,,False,False,,False,False
15-92767,ENAC,None,M. Messan DOVI,,,7 avenue édouard belin CS 54005,31055,Toulouse cedex,,(+33) 5-62-17-44-40,,,service.achat@enac.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-92768,Commune d'Outreau,None,Mme Le Maire,,,Rue du Biez,62230,Outreau,,03-21-99-07-77,,03-21-99-07-60,,,http://outreau.marcoweb.fr,,,,,False,False,,False,False
15-92769,Centre hospitalier de Roanne,None,Mme ROSSIGNOL,,,28 rue de CharlieuBP 511,42328,Roanne,,(+33) 4- 7-7 -44- 3-1 -28,,(+33) 4- 7-7 -44- 3-6 -93,maud.rossignol@ch-roanne.fr,,http://www.klekoon.com,,,,,False,False,,False,False
15-92770,CDC Argentan Intercom,None,Laurent BEAUVAIS,,,"12, route de Sées - CS 90220",61205,Argentan cedex,,02-33-12-25-25,,02-33-12-25-26,,,http://www.centraledesmarches.com/,,,,,False,False,,False,False
15-92772,Ville de Laval,None,M. Maire Le,,,Place du 11 novembre - CS 71327,53013,Laval cedex,,02-43-49-45-30,,02-43-49-46-01,commande.publique@laval.fr,,https://laval.achatpublic.com,,,,,False,False,,False,False
15-92773,MAIRIE DE LA TALAUDIERE,None," GARRIDO Pascal, Maire",,,Place Jean Moulin BP 141,42351,LA TALAUDIERE,,04-77-53-92-00,,04-77-53-82-07,contact@mairie-la-talaudiere.fr,http://www.latalaudiere.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
15-92774,Ville de Poissy,None,M. IDBAHA Brahim,,,Place de la République Place de la République,78300,Poissy,,(+33) 1-39-22-56-14,,,marchespublics@ville-poissy.fr,,,,,,,False,False,,False,False
15-92775,Conseil Départemental Haute-Vienne,None, M le président du conseil départemental,,,11 rue françois chénieux - cs 83112,87031,Limoges cedex 1,,,,(+33) 5-44-00-12-60,marches-demat@haute-vienne.fr,http://www.haute-vienne.fr,http://www.haute-vienne.fr,,,,,False,False,,False,False
15-92776,Ville de Boulogne Billancourt,None,Mme Malvina D'AMICIS,Service de la commande publique,,26 avenue André Morizet,92100,Boulogne-Billancourt,,,,,marches.publics@mairie-boulogne-billancourt.fr,http://www.boulognebillancourt.fr,http://marches-boulognebillancourt.local-trust.com,,,,,False,False,,False,False
15-92777,SDIS 33 Gironde,None, M. le Président du Conseil d'Administration,,,22 Boulevard Pierre 1er,33081,Bordeaux cedex,,05-56-01-84-40,7535,05-57-85-59-49,dossierdeconsultation@sdis33.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-92778,Cté de Communes Bayeux Intercomm.,None,Mme LACHE,Service Marchés Publics,,4 place Gauquelin Despallières,14400,Bayeux,,(+33) 2-31-51-63-00,,(+33) 2-21-39-21,lache.angelique@yahoo.fr,http://www.bayeux-intercom.fr,,http://www.achatpublic.com,,,,False,False,,False,False
15-92779,Ville de Saint-Denis,None,M. Maire Le,Christine Arthur,,2 place victor hugo BP 269,93205,Saint-denis cédex 01,,(+33) 1-49-33-68-79,,,mp_achats@ville-saint-denis.fr,http://www.ville-saint-denis.fr,http://www.maximilien.fr,,,,,False,False,,False,False
15-92780,Département des Bouches du Rhône,None,Mme Présidente La,,,52 avenue de Saint Just 52 avenue de Saint Just,13256,Marseille cedex,,(+33) 4-13-31-36-61,,(+33) 4-13-31-36-99,,,,,,,,False,False,,False,False
15-92781,MINDEF/AIR/SIAé/AIA CF,None,Directeur de l'Atelier Industriel de l'Aéronautique de CLERMONT-FERRAND,,,161 avenue du Brézet,63028,Clermont Ferrand Cedex 02,,,,,,,,,,,,False,False,,False,False
15-92782,Ville de Nanterre,None,Mme Hébert,,,Service des marchés88/118 rue du 8 mai 1945 - BP 1406,92014,Nanterre Cedex,,01-47-29-52-44,,01-47-29-53-99,marches.publics@mairie-nanterre.fr,http://www.nanterre.fr,https://marches.local-trust.com/mairie-nanterre,,,,,False,False,,False,False
15-92783,Région Bretagne,None,"M. Gardan Jean-Luc, Directeur délégué aux voies navigables",,,283 avenue du Général PattonCS 21101,35711,Rennes cedex 7,,02-99-27-10-10,,02-99-27-11-11,,http://www.bretagne.bzh,http://www.e-megalisbretagne.org,,,,,False,False,,False,False
15-92784,Lille Métropole Habitat,None,Mme la directrice générale de LMH,,,425 Boulevard Gambetta,59200,Tourcoing,,,,,,http://www.lmh.fr,http://marches-publics.sis-marches.com/lmh/index.jsp,,,,,False,False,,False,False
15-92785,S.P.L Midi-Pyrénées Construction,None,Hervé DURAND,,,"mandataire agissant au nom et pour le compte de la Région Midi-Pyrénées, 11 avenue Parmentier",31086,Toulouse,,(+33) 5-62-72-71-00,,(+33) 5-61-57-23-13,herve.durand@cogemip.fr,http://www.cogemip.fr,http://splmpc.achatpublic.com,,http://splmpc.achatpublic.com,,,False,False,,False,False
15-92786,MINDEF/AIR/SIAé,None,Directeur de l'AIA Clermont-Ferrand,,,Atelier Industriel de l'Aéronautique161 avenue du Brézet - CS 70501,63028,Clermont-Ferrand Cedex 2,,,,,,,,,,,,False,False,,False,False
15-92787,ARAF,None,Pierre CARDO,,,57 boulevard Demorieux - CS81915,72019,Le mans,,,,,,http://regulation-ferrroviaire.fr,https://araf.marcoweb.fr,,,,,False,False,,False,False
15-92788,Conseil Général du Morbihan,None,M. Le Président du Conseil départemental,,,Hôtel du Département Rue Saint Tropez Correspondant: M. le Président du Conseil départemental CS 82400,56009,Vannes Cedex,,,,,,,,,,,,False,False,,False,False
15-92789,Ville de Boulogne Billancourt,None,M. Bacchelli,"Direction des affaires juridiques, de la commande publique et du suivi des DSP",,"26, avenue André Morizet",92104,Boulogne-Billancourt,,,,,marches.publics@mairie-boulogne-billancourt.fr,http://www.boulognebillancourt.com,https://mpe3-boulognebillancourt.local-trust.com,,,,,False,False,,False,False
15-92790,Ville de Romainville,None,Mme MICHELET Murielle,,,Service de la Commande Publique Place de la Laicité,93231,Romainville cedex,,(+33) 1-49-20-93-88,,,achats.publics@ville-romainville.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-92791,Ville de Noisy-le-Grand,None,M. Le Député-Maire,,,Hôtel de Ville - BP49,93161,Noisy le grand cedex,,01-45-92-75-42,,01-45-92-58-15,service.marche@ville-noisylegrand.fr,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_6mQS2qCLa2,,,,,False,False,,False,False
15-92792,Commune de Lessay,None,"M. TARIN Claude, maire",,,1 rue de la Poste,50430,Lessay,,02-33-76-58-80,,02-33-76-58-81,,,,,,,,False,False,,False,False
15-92793,APHP HU NECKER - ENFANTS MALADES,None,"Mme Brier Sophie, Acheteur",,,Direction des Investissements - 149 rue de Sèvres,75743,Paris,,01-44-49-40-00,,,sophie.brier@nck.aphp.fr,,,,,,,False,False,,False,False
15-92794,DAAF de Mayotte,None,Kevin POVEDA,,,"15, rue MariazéBP 103 KAWENI",97600,Mamoudzou,,(+33) 2-69-61-91-02,,(+33) 2-69-61-10-13,kevin.poveda@agriculture.gouv.fr,,,,,,,False,False,,False,False
15-92798,Bourges Plus,None,M. BLANC Pascal,,,23-31 boulevard FochCS 20321,18023,Bourges Cedex,,,,,m.public@agglo-bourgesplus.fr,http://www.bourgesplus.fr,http://www.achatpublic.com,,,,,False,False,,False,False
15-92799,Agglo-Pays-Dreux,None,jean-marie d'oliveira,,,4 rue de ChâteaudunBP 20159,28103,Dreux cedex,,02-37-64-84-97,,,,,,,,,,False,False,,False,False
15-92801,Ville d'Armentières,None,Monsieur Bernard HAESEBROECK,,,Place du Général de Gaulle - BP 20119,59427,Armentières Cedex,,03-61-76-21-42,,,marchespublics@ville-armentieres.fr,http://www.armentieres.fr,,,,,,False,False,,False,False
15-92802,SEMCODA,None,Mme VIRION Bur 1.009,,,M. le Président Directeur Général50 rue du Pavillon - cs 91007,1009,Bourg en Bresse,,(+33) 4-74-50-63-71,,,"joelle.virion@semcoda.com,marlene.richard@semcoda.com",,,,,,,False,False,,False,False
15-92804,Conseil général des Côtes d Armor,None, Monsieur le Président du Conseil départemental Côtes d'Armor,,,CONSEIL DEPARTEMENTAL DES COTES D'ARMOR DID/SERVICE INFRASTRUCTURES 9 place du Gal de Gaulle CS42371,22023,SAINT-BRIEUC Cedex 1,,02-96-62-62-75,,02-96-77-32-28,contactdid@cotesdarmor.fr,http://www.cotesdarmor.fr,http://www.cotesdarmor.fr,,,,,False,False,,False,False
15-92805,Ville de Gargenville,None,M. Jean LEMAIRE,,,15 place du 11 novembre 1918,78440,Gargenville,,,,,,,,,,,,False,False,,False,False
15-92806,Ville d'Istres,None,M. Maire Le,,,Hôtel de Ville1 Esplanade Bernardin LaugierCS 97002,13808,Istres cedex,,(+33) 4-13-29-50-00,,,,http://www.istres.fr,http://www.istres.fr,http://www.istres.fr,,,,False,False,,False,False
15-92807,Commune du Teich,None,Monsieur le Maire,,,Place du Souvenir,33470,Le Teich,,,,,,,,,,,,False,False,,False,False
15-92809,Ville de Nantes,None,Madame Le Maire,,,2 rue de l'Hôtel de Ville,44094,Nantes cedex 1,,(+33)02-40-41-93-99,,,sylvie.larnicol@mairie-nantes.fr,http://www/nantes.fr,http://marchepublics.nantesmetropole.fr,,,,,False,False,,False,False
15-92810,Conseil régional de Bourgogne,None,M. Le Président,,,17 Boulevard de la Trémouille CS 23502,21035,Dijon,,03-80-44-33-24,,03-80-44-33-24,eaugusto@cr-bourgogne.fr,http://www.cr-bourgogne.fr,http://www.e-bourgogne.fr,,,,,False,False,,False,False
15-92811,Ville de Carrières sous Poissy,None,"M. Maire Le, Direction des Marches Publics",,,"Hotel de ville 1, place st blaise CS 90537",78915,Carrieres sous poissy cedex,,01-39-22-36-06,,01-39-22-36-17,service.marchespublics@carrieres-sous-poissy.fr,,,,,,,False,False,,False,False
15-92812,Ville de Nice,None,de M. le maire de Nice,,,"Mairie - 5, rue de l'hôtel de Ville",6364,Nice Cedex 4,,(+33) 4-97-13-44-70,,(+33) 4-97-13-29-19,dao@nicecotedazur.org,,,,,,,False,False,,False,False
15-92813,DRSID Lyon,None,"M. Servais Arnaud, MINDEF/SGA/DCSID/ESID Lyon",,,BP 97423 BP 97423,69347,Lyon cedex 07,,04-37-27-33-91,,04-37-27-35-15,arnaud.servais@intradef.gouv.fr,,,,,,,False,False,,False,False
15-92815,CCI Paris Ile-de-France,None, CCI Paris Ile-de-France,,,Service suivi des procédures achats 92 bis rue Cardinet,75017,Paris,,,,01-55-65-78-87,,http://www.marchespublics.fr,,,,,,False,False,,False,False
15-92816,SGAP Sud Ouest,None,"M. MASUREL Christophe, SGAMI Sud-Ouest",,,89 Cours Dupré de Saint-Maur - BP 30091 89 Cours Dupré de Saint-Maur - BP 30091,33041,Bordeaux,,05-56-99-77-40,,05-56-99-77-44,,,,,,,,False,False,,False,False
15-92817,Clairsienne,458 205 382 00039,Mlle Laura MAILLARD,,,223 avenue Emile Counord,33081,Bordeaux cedex,,(+33) 5-56-29-21-97,,,l.maillard@clairsienne.fr,,,,,,,False,False,,False,False
15-92818,Conseil Général de l'Indre,None,M le Président du Conseil Départemental,,,Place de la Victoire et des alliéscs 20639,36020,Châteauroux cedex,,,,,,,,,,,,False,False,,False,False
15-92820,Ville de lens,21620498200039,Mme STRUGALA SOPHIE,Service marchés publics,,17 bis place Jean Jaurès,62300,Lens,,(+33) 3-21-69-86-73,,(+33) 3-21-69-09-35,sorfao@mairie-lens.fr,http://www.villedelens.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,False,False,,False,False
15-92821,SGAMI OUEST,None,"M. BONZAMI Mickael, SGAMI OUEST",,,"28, rue de la Pilate CS 40725",35207,Rennes cédex 2,,02-56-01-60-14,,,,https://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
15-92822,Conseil Général du Cher,None,"M. HENRY Stéphane, Conseil départemental du Cher",,,1 Place Marcel Plaisant - CS no30322,18023,Bourges cedex,,02-48-27-81-12,,02-48-27-80-23,,,https://marchespublics.cg18.fr,,,,,False,False,,False,False
15-92823,CHU St Etienne,None,Mlle Laurence Vétard,,,Direction des achats et de la logistique,42055,St etienne,,(+33) 4-77-12-79-15,,(+33) 4-77-12-73-15,laurence.vetard@chu-st-etienne.fr,http://www.chu-st-etienne.fr,http://www.achats-hopitaux.com,,,,,False,False,,False,False
15-92826,Ville de Marseille,None, M. Le maire,,,Hôtel de ville - quai du port Hôtel de ville - quai du port,13233,Marseille cedex 20,,,,,,http://marseille.fr,http://marchespublics.mairie-marseille.fr,,,,,False,False,,False,False
15-92827,Ecole Nationale des Ponts et Chaussées,19753501600020,M. RASOLOARIVONY Andrialalaniaina,École nationale des ponts et chaussées Secrétariat Général - Bureau B 402 6 et 8 Avenue Blaise Pascal Cité Descartes - Champs sur Marne 77 455 Marne la Vallée Cedex 2,,"6-8 avenue Blaise Pascal, Cite Descartes, Champs sur Marne",77455,Marne-la-vallée,,(+33) 1-64-15-34-87,,(+33) 1-64-15-34-29,sca@enpc.fr,http://www.enpc.fr,https://www.marches-publics.gouv.fr/,http://www.enpc.fr,https://www.marches-publics.gouv.fr/,,,False,False,,False,False
15-92829,Conseil départemental du Pas-de-Calais,None, M. le Président du Conseil Général,,,Département du Pas-de-Calais Hôtel du Département Rue Ferdinand Buisson,62018,ARRAS CEDEX 9,,03-21-21-67-30,,03-21-21-62-38,,https://marches.local-trust.com/cg-62,,,,,,False,False,,False,False
15-92830,Ville de Trelaze,None,Monsieur le Maire,,,Place Olivier ThuauCS 40027,49801,Trélazé Cedex 1,,02-41-33-74-77,,02-41-33-74-73,marches.publics@mairie-trelaze.fr,,http://www.marches-securises.fr,,,,,False,False,,False,False
15-92831,Région Centre,None,M. Le Président,,,"9, rue Saint Pierre Lentin cs 94117 Cedex 1",45041,Orléans,,,,,,http://www.regioncentre.fr,,,,,,False,False,,False,False
15-92832,Région Ile de France,None,"M. Marot Patrick, Conducteur d'Opérations",,,"42, rue Cambronne",75015,Paris,,01-30-22-94-54,,,patrick-roger.marot@adoma.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-92833,CA Sarreguemines Confluences,None,Monsieur le Président ou le Vice-Président délégué,,,99 rue du Maréchal Foch,57208,Sarreguemines,,(+33) 3-87-28-30-30,,,service.marches@agglo-sarreguemines.fr,,http://www.agglo-sarreguemines.fr/marches-publics,,,,,False,False,,False,False
15-92834,Ville de Saint-Quentin,None,M. Le Maire,,,BP 345,2107,Saint-Quentin,,,,,,http://www.ville-saintquentin.fr,,,,,,False,False,,False,False
15-92835,CAMY,None,"M. Martinez Paul, Président",,,Rue des Pierrettes,78200,Magnanville,,01-30-98-78-00,,01-30-98-78-01,,http://www.camy-info.fr/,,,,,,False,False,,False,False
15-92836,CIAS,None,Service achats marchés,,,"25 route de l'entre deux, pierrefonds, BP 376",97455,saint pierre cedex,,02-62-33-14-50,,02-62-33-14-51,,,,,,,,False,False,,False,False
15-92838,Département de la Réunion,22974001400019,"Mme DINDAR Nassimah, Présidente du Conseil Départemental",,,"Direction des Achats et de la Commande Publique, 31 rue de Paris",97400,Saint-Denis,,(+33) 2-62-58-66-70,,(+33) 2-62-58-66-89,marchespublics@cg974.fr,http://www.cg974.fr,http://marchesformalises.cg974.fr,,,,,False,False,,False,False
15-92839,Le Grésivaudan,None, Le Président,,,390 rue Henri Fabre,38926,Crolles,,04-76-08-04-57,,04-76-08-85-61,,http://www.le-gresivaudan.fr,http://www.le-gresivaudan.fr,,,,,False,False,,False,False
15-92840,EPORA,None," GUILLET Jean, Directeur général",,,"2 avenue Grüner, CS 32902",42029,Saint-Etienne,,04-77-47-47-50,,04-77-47-47-98,contact@epora.fr,http://www.epora.fr,http://www.epora.fr,,,,,False,False,,False,False
15-92841,Institut Geographique National,18006701900430, Le Directeur Général,,,"IGN - SAM - département des marchés, 73 avenue de Paris",94165,Saint-Mandé,,(+33) 1-43-98-80-39,,(+33) 1-43-98-85-38,marches-publics@ign.fr,http://www.ign.fr,,,,,,False,False,,False,False
15-92842,Ville d'Aulnay-sous-Bois,None,M. Maire d'Aulnay-sous-bois - Conseiller régional d'ile de france Bruno BESCHIZZA,,,"Direction de la Commande Publique, Place de l'hôtel de Ville, RDC bas, BP 56",93602,Aulnay-sous-bois cedex,,,,,,,,,,,,False,False,,False,False
15-92843,mairie de Bonneville,21740042300018, SADDIER Martial,,,"2, Place de l'Hôtel de Ville CS 70139",74136,BONNEVILLE CEDEX,,(+33) 4-50-25-22-00,,(+33) 4-50-25-22-46,b.verne@ville-bonneville.fr,,http://www.mp74.fr,,,,,False,False,,False,False
15-92844,Conseil Départemental de Côte-d'Or,22210001800019,Service Marchés,,,1 Rue Joseph Tissot BP 1601,21035,Dijon cedex,,(+33) 3-80-63-62-63,,(+33) 3-80-63-67-13,,http://www.cotedor.fr,https://marches.e-bourgogne.fr,,,,,False,False,,False,False
15-92845,Ville d'Antibes Juan-les-Pins,None,M. MAIRE Le,,,DGA Ressources et Prospective 12 place Géneral de Gaulle BP 2205,6606,Antibes cedex,,04-92-90-52-87,,,commandepub-gestadm@ville-antibes.fr,,,,,,,False,False,,False,False
15-92846,mairie de Saint Joachim,21440168900010,Mme HALGAND Marie Anne,,,64 rue Joiliot Curie,44720,SAINT JOACHIM,,,,,,,http://www.centraledesmarches.com/,,,,,False,False,,False,False
15-92848,AFTRP,None, Le Président Directeur Général,,,Tour Gamma Entrée A 195 rue de Bercy Cedex 12,75582,Paris,,,,,,,,,,,,False,False,,False,False
15-92849,Communauté de communes du Pays de Nied,None,M. FEIG Fernand,,,5 place du bureau central,67110,Niederbronn-les-bains,,(+33) 3-88-05-86-86,,(+33) 3-88-05-86-89,secretariat@ccpaysniederbronn.fr,,,,,,,False,False,,False,False
15-92850,Nantes Métropole,None,Mme la Présidente,,,2 cours du Champ de Mars,44923,Nantes cedex 9,,,,,,http://www.nantes.fr,https://marchespublics.nantesmetropole.fr,,,,,False,False,,False,False
15-92851,Agence de l'eau Seine-Normandie,None,"M. HUBERT Louis, Directeur",,,51 rue Salvador Allende,92000,Nanterre,,01-41-20-16-00,,,,http://www.eau-seine-normandie.fr/,,,,,,False,False,,False,False
15-92852,Ville d'Antony,None,"M. SENANT Jean-Yves, Maire d'Antony",,,Place de l'hôtel de Ville-BP 60086,92160,Antony,,01-40-96-71-81,,,dsic@ville-antony.fr,http://www.ville-antony.fr,http://www.ville-antony.fr/acces-aux-marches-publics-en-cours-consultation,,,,,False,False,,False,False
15-92853,CH Pays Aix - CHI Aix Pertuis,None, Direction des Moyens Opérationnels,,,Direction des Moyens Opérationnels avenue des Tamaris Cedex 1,13616,Aix En Provence,,,,,,,,,,,,False,False,,False,False
15-92854,Centre Hospitalier d'Auch,None, Monsieur le directeur,,,Allee marie claracBp 80382,32008,Auch cedex,,(+33) 5-62-61-31-31,,(+33) 5-62-61-37-09,i.ader@ch-auch.fr,http://ch-auch.e-marchespublics.com,http://ch-auch.e-marchespublics.com,,,,,False,False,,False,False
15-92855,Ville de Boulogne Billancourt,None,Mme Malvina D'AMICIS,,,26 avenue André Morizet,92100,Boulogne-Billancourt,,,,,marches.publics@mairie-boulogne-billancourt.fr,http://www.boulognebillancourt.fr,http://marches-boulogne-billancourt.local-trust.com,,,,,False,False,,False,False
15-92856,Cté d'Agglo Roissy Porte de France,None,M. Le Président,,,"6 bis, Av Charles de Gaulle",95700,Roissy En France,,,,,,,http://roissy-online.marcoweb.fr/,,,,,False,False,,False,False
15-92857,Région Rhône-Alpes,None,M. le président,,,Direction de l'Immobilier des Lycées1 esplanade François MitterrandCS 20033,69269,Lyon cedex 02,,,,(+33)4-26-73-59-18,,http://marchespublics.rhonealpes.fr,,,,,,False,False,,False,False
15-92858,Ecole nationale vétérinaire d'Alfort,None,Mme DANNER Gaelle,,,7 avenue du Général de Gaulle,94704,Maisons-alfort cedex,,(+33) 1-43-96-72-85,,,,,,,,,,False,False,,False,False
15-92859,CCI de Loir-et-Cher,None,Mme REGERAT Nathalie,,,"16, rue de la Vallée Maillard",41000,Blois,,02-54-44-64-00,,02-54-74-78-20,nregerat@loir-et-cher.cci.fr,http://www.loir-et-cher.cci.fr,,,,,,False,False,,False,False
15-92860,Université Lille 1 Sciences et Techno,None,Naïna PATRICE,,,Service achats et marchés publics Cité Scientifique Bâtiment PCET,59655,Villeneuve d'Ascq,,03-20-33-62-93,,03-20-33-70-00,naina.patrice@univ-lille1.fr,http://www.univ-lille1.fr,http://www.univ-lille1.fr/presentation/Marches-publics,,,,,False,False,,False,False
