BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-112901,Saumur Agglopropreté,None, Kaminski aurélie,,,201 boulevard jean moulin,49400,Saumur,,(+33) 2-41-50-44-67,,,accueil@agglopropre49.fr,http://agglopropre49.e-marchespublics.com,http://agglopropre49.e-marchespublics.com,,,,,False,False,,False,False
15-112902,Radio France,None,,,,116 avenue du président Kennedy,75220,Paris,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-112903,Centre Hospitalier Universitaire Caen,None,"Mme Christine GERARD, Rédacteur marchés",,,Département Biomédical - Avenue Georges Clemenceau - CS 30001,14033,Caen,,02-31-06-47-80,,02-31-06-53-23,gerard-c@chu-caen.fr,,http://www.achats-hopitaux.com,,,,,False,False,,False,False
15-112904,Ville d'Herblay,FR108,M. Rouleau Philippe,,,"43, rue du Général de Gaulle",95221,Herblay cedex,,(+33) 1-34-50-55-17,,(+33) 1-39-78-75-46,marchespublics@herblay.fr,http://www.herblay.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,http://www.herblay.fr,http://www.herblay.fr,,,False,False,,False,False
15-112905,OPH de la Ville d'Avignon,None, Michel DEJOUX,,,124 avenue de la Trillade,84083,Avignon,,(+33) 4-90-81-11-48,,(+33) 4-90-81-45-79,service.marches@ophavignon.com,,,,,,,False,False,,False,False
15-112906,CHI de Wasquehal,None, Anne-marie bondroit,,,"2,rue salvador allende",59444,Wasquehal,,(+33) 3-20-89-65-65,,(+33) 3-20-89-65-66,ambondroit@ch-wasquehal.fr,http://ch-wasquehal.e-marchespublics.com,http://ch-wasquehal.e-marchespublics.com,,,,,False,False,,False,False
15-112907,ANSES,None,Mme Musilli Lydia,,,14 rue Pierre et Marie Curie,94701,Maisons-alfort cedex,,(+33) 1-56-29-15-97,,(+33) 1-49-77-38-54,smp.anses@anses.fr,http://www.anses.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=232807&orgAcronyme=h8j,,,,,False,False,,False,False
15-112908,S.A.B.A.L.F.A.,None,Monsieur le Président du Syndicat Intercommunal d'Adduction d'Eau du Bassin de la Lawe et de son Affluent le Fossé d'Avesnes,,,hôtel de ville BP 23,62701,bruay-la-buissière cedex,,,,,,,,,,,,False,False,,False,False
15-112909,Ville de Meaux,None,M. Catherine Quirici,,,Hotel de ville,77108,Meaux cedex,,01-60-09-98-31,,01-60-09-97-73,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-112911,Conseil Départemental du Nord,None," Bureau 202, département du Nord - hôtel du Département - direction de la commande publique",,,51 rue Gustave Delory 51 rue Gustave Delory,59047,Lille,,(+33) -03-59-73-50-75,,(+33) -03-59-73-50-59,,http://www.lenord.fr,https://marchespublics.lenord.fr/,,,,,False,False,,False,False
15-112912,CHU de Grenoble,26380030200014.,Mlle Charvet,Cellule marchés PAVILLON MOIDIEU,,Cs 10217,38043,Grenoble cedex 9,,(+33) 4-76-76-75-82,,(+33) 4-76-76-50-99,chugmarchespps@chu-grenoble.fr,http://www.chu-grenoble.fr,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_VIBBFlz_bj&v=1&selected=0,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_VIBBFlz_bj&v=1&selected=0,,,False,False,,False,False
15-112913,Université d'Angers,None,"Mme CLOCHARD Catherine, Université d'Angers",,,40 rue de Rennes - BP 73532,49035,Angers cedex 01,,02-41-96-22-52,,02-41-96-22-65,marche.public@univ-angers.fr,http://www.univ-angers.fr,,,,,,False,False,,False,False
15-112914,AP-HP - AGEPS (Achats),None,M. COHEN Michaël,Monsieur le Directeur,,Direction des Achats - Logistique - Bureau 516 - 5ème étage - 7 rue du Fer à Moulin,75005,Paris,,(+33) 1-46-69-13-34,,(+33) 1-46-69-12-34,logistique-achats.conso@eps.aphp.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-112915,Conseil Général Pyrénées Orientales,None,Mme MALHERBE Hermeline,,,24 quai Sadi Carnot BP 906,66906,Perpignan,,(+33) -04-68-85-81-92,,,service.marches@cg66.fr,http://www.cg66.fr,https://marches.cg66.fr,,https://marches.cg66.fr,,,False,False,,False,False
15-112916,Conseil Régional de la Réunion,None,M. Le Président,,,Hôtel de Région Pierre Lagourgue Avenue René Cassin,97490,Sainte clotilde,,02-62-48-70-00,,02-62-48-72-66,marches@cr-reunion.fr,https://www.regionreunion.com/,https://marches-publics.regionreunion.com,,,,,False,False,,False,False
15-112917,Ville de Lille,None,Mme Le Maire,,,Hôtel de Ville Place Augustin Laurent CS 30667,59033,Lille cedex,,(+33) 3-20-49-59-95,,(+33) 3-20-49-54-49,marchespublics@mairie-lille.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-112918,CH Pays Aix - CHI Aix Pertuis,None, Direction des Moyens Opérationnels,,,Direction des Moyens Opérationnels avenue des Tamaris Cedex 1,13616,Aix En Provence,,,,,,,,,,,,False,False,,False,False
15-112920,Hôpitaux Universitaires Henri-Mondor,None,"Mme Martine ORIO, Directrice",,,"51, av du Maréchal de Tassigny",94010,Creteil,,,,,,,https://www.achats-hopitaux.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-112921,Commune de Charenton-le-Pont,None,,,,"48, rue de Paris",94220,CHARENTON LE PONT,,,,,marchespublics@charenton.fr,,http://www.achatpublic.com,,,,,False,False,,False,False
15-112922,Ville de Toulon,None,M. le Sénateur-Maire de Toulon - Ancien Ministre,,,Hôtel de Ville avenue de la République C.S. 71407,83056,Toulon,,(+33) 4-94-36-84-99,,(+33) 4-94-36-31-22,marchespublics@mairie-toulon.fr,,http://www.achatpublic.com,,,,,False,False,,False,False
15-112923,Ville de Morlaas,None,"M. FORTE Dino, Maire",,,PLACE STE FOY,64160,Morlaàs,,05-59-33-40-41,,05-59-33-05-17,st@mairie-morlaas.fr,http://www.mairie-morlaas.fr,,,,,,False,False,,False,False
15-112924,Préval Haut-Doubs,None, Monsieur le président,,,Les petits planchants bp 235,25303,Pontarlier cedex 3,,03-81-46-49-66,,03-81-46-95-21,direction@preval.fr,http://preval.e-marchespublics.com,http://preval.fr,,,,,False,False,,False,False
15-112927,Ville d'Aulnay-sous-Bois,None,"M. BESCHIZZA Bruno ( Maire d'Aulnay-sous-bois , Conseiller Régional d'ile de france)",,,Direction de la Commande Publique ; Place de l'Hôtel de Ville ; RDC BAS BP56,93602,Aulnay-sous-bois cedex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-82562,Collectivité Territoriale de Corse,None, M. le Président du Conseil Exécutif,,,Collectivité Territoriale de Corse 22 Cours Grandval BP 215,20187,AJACCIO CEDEX,,04-95-51-64-64,,04-95-51-66-21,commande.publique@ct-corse.fr,http://www.corse.fr,,,,,,False,False,,False,False
15-112930,Ville de Libercourt,None," Mr daniel maciejasz, maire",,,Hotel de ville - rue cyprien quinet - bp 10006 libercourt,62212,Carvin cedex,,03-21-08-10-50,,,,http://libercourt.e-marchespublics.com,http://libercourt.e-marchespublics.com,,,,,False,False,,False,False
15-112932,Cté de l'Agglomération Belfortaine,None,M. Le Président,,,DEA - Bureau d'études Hôtel de Ville et de la Communauté d'Agglomération Place d'Armes,90020,Belfort Cedex,,,,,,,,,,,,False,False,,False,False
15-112933,CA Annemasse Agglo,None,Mme ALIVERTTI Emmanuelle,,,"11, avenue Emile Zola",74100,ANNEMASSE,,04-50-87-83-00,,04-50-87-83-22,commande-publique@annemasse-agglo.fr,,http://annemasse-agglo.marcoweb.fr,,,,,False,False,,False,False
15-112934,Communauté d'agglomération Tour(s)plus,None,M. Le Président,,,"60, avenue Marcel Dassault CS 30651 Cedex 3",37206,Tours,,(+33) 2-47-80-11-11,,(+33) 2-47-28-34-46,,https://toursplus.achatpublic.com/sdm/ent/gen/index.do,,,http://https:toursplus.achatpublic.com/sdm/ent/gen/index.do,,,False,False,,False,False
15-112935,OPH AUBERVILLIERS,27930020600018,M. Huon benoit Florian,,,122 rue André Karman 122 rue André Karman,93300,Aubervilliers,,(+33) 1-48-11-54-35,,(+33) 1-48-33-48-69,marchepublic@oph-aubervilliers.fr,http://www.oph-aubervilliers.fr,,,,,,False,False,,False,False
15-112938,Saint-Louis Habitat (OPH Saint Louis),None, M. Yves simon,M; Yves SIMON,,44 rue de mulhouse,68300,Saint-louis,,(+33) 3-89-67-96-67,,(+33) 3-89-67-71-95,ysimon@stlouishabitat.fr,,http://www.e-marchespublics.com,,,,,False,False,,False,False
15-112941,GIE Humanis Fonctions Groupe,None,Raphaelle CUVELIER,achats.groupehumanis@humanis.com,,139 rue Paul-Vaillant Couturier -,92210,Malakoff,,,,,achats.groupehumanis@humanis.com,,,,,,,False,False,,False,False
15-81727,Conseil départemental du Pas-de-Calais,None,M. le Président du Conseil départemental,,,Hôtel du départementRue Ferdinand Buisson,62018,Arras cedex 9,,(+33) 3-21-21-54-18,,(+33) 3-21-21-62-38,,http://www.pasdecalais.fr,https://marches.local-trust.com/cg-62,,https://marches.local-trust.com/cg-62,,,False,False,,False,False
15-112943,Mairie de Camiers,None,"M. LEPRETRE REGIS, Responsable Administratif et Financier",,,3 rue du Vieux Moulin,62176,Camiers,,03-21-84-93-11,,03-21-84-51-77,regislepretre@camiers.fr,https://www.marches-securises.fr/,,,,,,False,False,,False,False
15-112944,CDE DE MOSELLE,None,"M. POISSON Denis, Responsable des marchés",,,"137, Route de Plappeville",57063,METZ,,,,,,,,,,,,False,False,,False,False
15-112945,Normandie Aménagement,None, Mme virginie marceaux,,,1 avenue du pays de caen,14460,Colombelles,,02-31-35-80-88,,02-31-35-10-21,v.marceaux@normandie-amenagement.fr,http://normandie-amenagement.e-marchespublics.com,http://normandie-amenagement.e-marchespublics.com,,,,,False,False,,False,False
15-112946,Maison de l'intercommunalité,24730025400015, Le Président,,,Rue Saint Pierre BP 1,73707,SEEZ,,(+33) 4-79-41-01-63,,(+33) 4-79-41-06-77,finances@hautetarentaise.fr,,,,,,,False,False,,False,False
15-112947,Conseil général des Yvelines,22780646000019, le Président,,,"2, place André Mignot",78012,Versailles,,(+33) 1-39-07-78-78,,(+33) 1-39-07-89-22,,http://www.yvelines.fr,http://www.achats.yvelines.fr,,,,,False,False,,False,False
15-112948,Commune de Collonges-sous-Salève,21740082900016," ETALLAZ Georges, Le Maire",,,"6, rue de la Poste BP 20",74160,collonges sous saleve,,(+33) 4-50-43-60-75,,(+33) 4-50-43-78-42,marchespublics@collonges-sous-saleve.fr,,,,,,,False,False,,False,False
15-112949,CCAS ORLEANS,None, Le President,,,69 rue Bannier BP 72423,45032,Orléans,,02-38-68-46-13,,,,,http://marchespublics.orleans.fr,,,,,False,False,,False,False
15-112950,SIVU PELVOUX VALLOUISE,None," SEMIOND Gérard, Maire",,,ST ANTOINE,05340,PELVOUX,,04-92-23-56-56,,,finances.mairie-pelvoux@wanadoo.fr,,http://www.marches-publics.info,,,,,False,False,,False,False
15-112951,Voies navigables de France,None, La cellule Comptabilité-Marchés,AMPF/unité Comptabilité-Marchés,,28 boulevard Albert 1er CO 80062,54036,Nancy cedex,,(+33) 3-83-95-30-01,,(+33) 3-83-95-31-25,dt.nordest@vnf.fr,,,,,,,False,False,,False,False
15-112952,Ville de Domérat,None, Le Maire,,,"7, rue de Treignat BP 49",03410,Domerat,,04-70-64-20-01,,04-70-64-29-11,,http://www.domerat.fr,http://www.domerat.fr,,,,,False,False,,False,False
15-112953,Centre Hospitalier de Valence,26260013300082, le Directeur,,,"179 boulevard Maréchal Juin, Direction Achats, Travaux, Equipements, Logistique",26953,Valence,,(+33) 4-75-75-72-23,,(+33) 4-75-75-73-76,secdatel@ch-valence.fr,http://www.aobtp.net/chv,http://www.aobtp.net/chv,,,,,False,False,,False,False
15-112954,Ville de Saint Martin de Seignanx,None,Mme PLOTTO NATHALIE,,,"47, place OÏON OYON",40390,SAINT MARTIN DE SEIGNANX,,05-59-56-60-63,,,dst@saintmartindeseignanx.fr,,http://www.klekoon.com,,,,,False,False,,False,False
15-112955,Ville de Sorgues,21840129700187," LAGNEAU Thierry, Maire",,,Route d'Entraigues BP 20310,84706,Sorgues,,(+33) 4-90-39-71-00,,(+33) 4-84-25-80-28,a.garavelloni@sorgues.fr,,,,,,,False,False,,False,False
15-112956,commune de Mantes la Ville,None," NAUTH Cyril, Maire",,,Route de Houdan BP 30842,78711,Mantes-la-Ville,,01-30-98-55-49,,01-30-98-55-10,,,http://avisdemarches.leparisien.fr,,,,,False,False,,False,False
15-112957,CNAVTS de Paris,None,M. le directeur de la CNAVTS,,,110 avenue de Flandre,75951,Paris cedex 19,,(+33)1-55-45-83-91,,,olivier.bouley@cnav.fr,http://www.lassuranceretraite.fr,http://www.meoss.fr,,,,,False,False,,False,False
15-112959,Auray Quiberon Terre Atlantique,None,Monsieur le Président,,,espace tertiaire porte océane. Rue du Danemark,56404,Auray cedex,,,,,,,http://www.emegalisbretagne.org,,,,,False,False,,False,False
15-112960,C. H. I. Robert Ballanger,None, Cellule des Marchés publics,,,Boulevard Robert BALLANGER,93602,AULNAY-SOUS-BOIS,,01-49-36-70-16,,01-49-36-72-79,ouerdia.hammache@ch-aulnay.fr,,,,,,,False,False,,False,False
15-112961,Ville de Saint-Romain-le-Puy,None,"Mme BRUNEL Annick, Maire",,,HOTEL DE VILLE,42610,ST ROMAIN LE PUY,,04-77-76-60-55,,04-77-76-62-94,sg@mairie-saintromainlepuy.fr,http://www.mairie-saintromainlepuy.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
15-112962,DDFIP 74,None,"Mme L'HERMITE Claire, Direction Départementale des Finances publiques de la Haute-Savoie",,,18 rue de la gare - BP 330,74008,Annecy cedex,,04-50-51-16-10,,,,,,,,,,False,False,,False,False
15-112963,Conseil général du Puy de Dôme,None, DGSAS / DS,,,"Hôtel du Département 24, rue Saint - Esprit Cedex 1",63033,Clermont - Ferrand,,,,,,,,,,,,False,False,,False,False
15-112965,Ville d'Arras,None, Monsieur le Maire,,,Mairie d'ARRAS 6 place Guy Mollet BP 70913,62022,ARRAS CEDEX,,(+33) 3-21-50-69-31,,(+33) 3-21-50-51-38,s-marches@ville-arras.fr,http://arras.fr,http://arras.fr,http://arras.fr,http://arras.fr,,,False,False,,False,False
15-112966,Cté. de Cnes. Bassin de Pont à Mousson,None, M. Henry LEMOINE,,,Domaine de CharmillyChemin des ClosBP 285,54701,Pont-à-Mousson Cedex,,(+33) 3-83-87-87-00,,(+33) 3-83-81-48-39,emilie.paquin@bassin-pont-a-mousson.fr,http://www.bassin-pont-a-mousson.fr/,http://www.marches-securises.fr,,,,,False,False,,False,False
15-112967,GIP LABÉO,None,,,,1 Route de Rosel - Saint-Contest,14053,Caen cedex 4,,(+33) 2-31-47-19-09,,(+33) 2-31-47-19-00,lfd@calvados.fr,,https://www.achatpublic.com,,,,,False,False,,False,False
15-112968,Ville d'Avallon,None,Monsieur le Maire,Services Techniques - 9 route de Paris - 89200 AVALLON,,37 grande rue aristide briand BP 167,89206,Avallon cédex,,03-86-34-84-17,,,marchespublics@ville-avallon.fr,,,,,,,False,False,,False,False
15-112969,Ville de Bruges,None,Mme La Présidente,,,"Service Juridique et Commande Publique 87, avenue Charles de Gaulle",33523,Bruges Cedex,,,,,,,http://www.marchespublics.aquitaine.fr,,,,,False,False,,False,False
15-112970,Conseil Régional Nord Pas de Calais,None,M. Le Président,,,Siège de Région 151. avenue du Président Hoover,59555,Lille Cedex,,,,,,,,,,,,False,False,,False,False
15-112971,CCOM Quillebeuf-sur-Seine,None,Yoann NIERADKA,,,"Communauté de Communes de Quillebeuf-sur-SeinePôle Animation Familles20, rue Saint Seurin",27680,QUILLEBEUF-SUR-SEINE,,02-32-57-52-02,,,cdc.quillebeuf@wanadoo.fr,http://www.cdc-quillebeuf.fr/index.php,https://www.boamp.fr/demat/consultation/CONS-15-111762,,,,,False,False,,False,False
15-112973,EPCC Pont du Gard,None,marches -publics,,,400 route du Pont du Gard,30210,Vers pont du gard,,,,,marches-publics@pontdugard.fr,http://pontdugard.marcoweb.fr/,http://pontdugard.marcoweb.fr/,http://pontdugard.marcoweb.fr/,http://pontdugard.marcoweb.fr/,,,False,False,,False,False
15-112974,Centre Hospitalier Belfort-Montbéliard,None,"Mme Mirzaian Goli, Acheteuse",,,14 rue de Mulhouse,90015,Belfort cedex,,03-81-98-86-56,,03-84-54-58-21,gmirzaiandehkordi@chbm.fr,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_oJC14GQEdI&v=1&selected=0,,,,,False,False,,False,False
15-112975,Universite Evry Val d'Essonne,None,"Mme BOMBARDE Caroline, Université Evry Val d'Essonne",,,Bd françois mitterrand bd françois Mitterrand,91025,Evry,,01-69-47-71-23,,,marche@univ-evry.fr,,,,,,,False,False,,False,False
15-112977,Métropole Nice Côte d'Azur,None,M. le Président de la Métropole Nice Côte d'Azur,,,455 Promenade des AnglaisImmeuble Le Plaza,06200,Nice,,(+33) 4-89-98-10-00,,(+33) 4-89-98-10-33,dao@nicecotedazur.org,,,,,,,False,False,,False,False
15-112978,Conseil général de l'Hérault,None, À l'attention de Monsieur le Président du Conseil Départemental,,,"Hôtel du Département - 1000, rue d'Alco Cedex 4",34087,Montpellier - France,,(+33) 4-67-67-67-67,,,marches-publics@herault.fr,http://www.herault.fr,,,,,,False,False,,False,False
15-112979,Ecole Nationale sup. d'Arts et Métiers,None,Service marches,,,151 boulevard de l'hopital,75013,Paris,,(+33)1-44-24-62-93,,,,http://ww.ensam.eu,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=255383&orgAcronyme=f2h,,,,,False,False,,False,False
15-112980,Conseil Général de Charente-Maritime,None, CONSEILGAL,,,"85, boulevard de la République Cedex 9",17076,La Rochelle,,,,,,,,,,,,False,False,,False,False
15-112981,Conseil général du Lot-et-Garonne,None,M. Le Président,,,Hôtel du Département,47000,Agen,,,,,,,,,,,,False,False,,False,False
15-112982,Communauté de Communes de Grand Lieu,None,"M. BOBLIN Johann, Président",,,1 rue de la Guillauderie CS 30003,44118,La chevroliere,,02-51-70-91-11,,02-51-70-91-10,grandlieu@cc-grandlieu.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-112983,EHPAD DRONSART,None,M le directeur,,,60 rue anthenor cauchy,59111,Bouchain,,(+33) 3-27-35-70-21,,,direction@ehpad-dronsart.fr,,https://www.boamp.fr/demat/consultation/CONS-15-112983,,,,,False,False,,False,False
15-112984,CABALOR,None, Monsieur le président,,,Route de cabourg-villa carolus,14810,Merville/franceville,,02-31-24-38-28,,02-31-24-38-30,accueil@cabalor.fr,http://www.e-marchespublics.com,http://www.cabalor.fr,,,,,False,False,,False,False
15-112985,Centre Hospitalier de Bretagne Sud,None, Thierry GAMOND-RIUS,,,5 avenue de Choiseul-BP 12233,56322,LORIENT cedex,,(+33) 2-97-06-97-73,,(+33) 2-97-06-90-81,cellulemarches.dse@ch-bretagne-sud.fr,,https://www.achat-hopital.com,,,,,False,False,,False,False
15-112986,CENTRE HOSPITALIER DE TREVOUX,None,Ribot Benoit,,,14 rue de l'hôpital,01606,Trevoux,,,,,,,,,,,,False,False,,False,False
15-112987,GIP Anap,None, M. Christian anastasy,,,23 avenue d'italie,75013,Paris,,01-57-27-12-00,,05-82-00-50-01,,http://anap.e-marchespublics.com,http://anap.e-marchespublics.com,,,,,False,False,,False,False
15-112988,Ville de Paris,None,,CSP3 Fournitures et services - espace public (DPE),,Direction des finances et des achats - Sous-direction des achats - 95 avenue de France DA - 95 avenue de France,75639,Paris cedex 13,,,,,,http://www.paris.fr,https://m13.paris.fr,,,,,False,False,,False,False
15-112989,Conseil Général du Morbihan,None,,,,2 rue de saint tropezCS 82400,56009,vannes cedex,,,,,,,http://www.centraledesmarches.com,,,,,False,False,,False,False
15-112990,GIP Anap,None, Christian anastasy,Directeur général,,23 avenue d'italie,75013,Paris,,(+33) 1-57-27-12-00,,(+33) 1-57-27-12-12,,http://www.anap.fr/,http://anap.e-marchespublics.com,,,,,False,False,,False,False
15-112991,Cité de la Musique,None,Le directeur Général de la Cité de la musique,,,"221, avenue Jean Jaurès",75019,Paris,,(+33) 1-44-84-45-00,,,,http://www.cite-musique.fr,,,,,,False,False,,False,False
15-112992,EMA/DC SCA/GSBdD Réunion-Mayotte,None,M. Aschbacher Elisabeth,Service achats finances -bureau marchés achats,,Caserne lambert - avenue du chef de bataillon lambert BP 67709,97804,Saint-denis cedex 09,,(+33) 2-62-93-58-37,,(+33) 2-62-93-50-54,marches_dicom.fazsoi@yahoo.fr,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=264207&orgAcronyme=g7h,,,,,False,False,,False,False
15-112994,Centre Hospitalier du Pays de Gier,None,Mme Nart,,,bp 168,42403,saint chamond cedex,,04-26-48-91-65,,,m.danan@hopitaldugier.fr,,http://www.klekoon.com,,,,,False,False,,False,False
15-112995,Centre Intercommunal d'Action Sociale,26741107200239, le Président,,,46 avenue des Iles BP 90270,74007,ANNECY,,(+33) 4-50-33-65-32,,(+33) 4-50-33-99-40,,,http://www.agglo-annecy.fr/,,,,,False,False,,False,False
15-112996,MAIRIE DE RIVESALTES,None, M. le Maire,,,Place de L'Europe BP 102,66600,RIVESALTES,,04-68-38-59-59,,,,,,,,,,False,False,,False,False
15-112997,VALENCE ROMANS SUD RHONE-ALPES,20004048300014," DARAGON NICOLAS, PRESIDENT",,,BP 10388,26958,VALENCE,,(+33) 4-75-81-30-30,,,,http://www.valenceromansagglo.fr/,http://www.valenceromansagglo.fr/,,,,,False,False,,False,False
15-112998,Région Provence Alpes Côte d'Azur,23130002100012," Vauzelle Michel, Président du Conseil Régional",,,"Hotel de Région, 27 Place Jules Guesde",13481,Marseille,,(+33) 4-91-57-50-57,,(+33) 4-91-57-50-64,,http://www.regionpaca.fr,http://achat.regionpaca.fr,,,,,False,False,,False,False
15-112999,DRSID Lyon,None,M. MOYOT Tristan,,,BP 97423,69347,Lyon cedex 07,,(+33) 4-37-27-22-98,,(+33) 4-37-27-35-15,tristan.moyot@intradef.gouv.fr,,,,,,,False,False,,False,False
15-113000,Centre Hospitalier du Pays de Gier,None,Mme Nart,,,bp 168,42403,saint chamond cedex,,,,,m.danan@hopitaldugier.fr,,http://www.klekoon.com,,,,,False,False,,False,False
15-113001,CROUS de Lille,None,"Mme Martine MÜLLER, Directeur du C.R.O.U.S. de Lille",,,74 rue de cambraiCS 90006,59043,lille cedex,,,,,,,,,,,,False,False,,False,False
15-113002,Centre hospitalier mémorial F.E.U.,None, Monsieur Thierry Lugbull,,,"715, rue dunant-cs 65509",50009,Saint-Lo cedex,,(+33) 2-33-06-33-80,,(+33) 2-33-06-34-60,eco@ch-stlo.fr,http://www.ch-stlo.fr,,,,,,False,False,,False,False
15-113003,Ville de Saint-Ouen,None,Monsieur le Maire,,,6 place de la République,93400,Saint-Ouen,,,,,,,,,,,,False,False,,False,False
15-113004,Communauté de Communes La Domitienne,None, Président,,,Hôtel de communauté1 avenue de l'europe,34370,Maureilhan,,04-67-90-40-90,,04-67-90-40-99,b.morazzani@ladomitienne.com,http://www.ladomitienne.com,http://ladomitienne.e-marchespublics.com,,,,,False,False,,False,False
15-113005,Centre Hospitalier Sambre Avesnois,None,Cuisset Justine,,,13 Boulevard PasteurBP 60249,59607,Maubeuge Cedex,,(+33) 3-27-69-48-78,,(+33) 3-27-69-48-97,,,https://marchespublics.nord-sante.org,,,,,False,False,,False,False
15-113006,Région Picardie,None,M. Le Président du Conseil régional de Picardie,,,"11/15, mail Albert 1er BP 2616 Cedex 1",80026,Amiens,,,,,,https://marchespublics.picardie.fr/cr-picardie/index.php,,,,,,False,False,,False,False
15-113007,OPAC du Rhône,None, le directeur général,,,"Opac du Rhône 194, rue Duguesclin",69433,LYON Cedex 03,,04-78-95-52-00,,04-78-95-51-83,,http://www.opacdurhone.fr,,,,,,False,False,,False,False
15-113009,commune de soyans,None,MOULINS DAUVILLIERS Geneviève,,,quartier talon,26400,soyans,,04-75-76-02-89,,04-75-76-01-74,mairiedesoyans@orange.fr,,,,,,,False,False,,False,False
15-113010,Bibliothèque nationale de France,None, Président,,,Quai François Mauriac,75706,Paris Cedex 13,,(+33) 1-53-79-42-37,,(+33) 1-53-79-41-82,dmp@bnf.fr,https://marchespublics.bnf.fr,https://marchespublics.bnf.fr,,,,,False,False,,False,False
15-113011,CCI Paris Ile-de-France,None,,"Direction des achats, service suivi des procédures achats",,92 bis rue Cardinet,75017,Paris,,,,,,http://www.cci-paris-idf.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
15-113012,CH de Saint Laurent du Pont,None, D hego,,,280 chemin des martins,38380,Saint laurent du pont,,04-76-06-26-43,,04-76-06-26-01,dhego@ch-stlaurent.com,http://www.e-marchespublics.com,http://ch-stlaurent.e-marchespublics.com,,,,,False,False,,False,False
15-85220,Communauté Urbaine de Dunkerque,None,,Service des marchés publics,,Pertuis de la MarineBP 85530,59386,Dunkerque,,(+33) 3-28-62-70-00,,(+33) 3-28-62-71-60,,,https://www.marches-securises.fr/perso/flandre-dunkerque/,,,,,False,False,,False,False
15-113014,Ville de Sarcelles,None,"M. Pupponi François, Député-Maire",,,14 place de France,95200,Sarcelles,,01-34-38-27-88,,01-34-38-21-84,smp95200sarcelles@yahoo.fr,http://Sarcelles.fr,,,,,,False,False,,False,False
15-113015,Ville de Mandeure,8411Z,M le Maire de Mandeure,,,34 Rue de la libération,25350,Mandeure,,(+33) 3-81-36-28-88,,(+33) 3-81-36-28-97,christophe.capelli@ville-mandeure.com,,http://www.synapse-entreprises.com,,http://www.marches-mandeure.com,,,False,False,,False,False
15-113017,Communauté urbaine de Bordeaux,None,Direction de la commande publique,,,esplanade Charles de Gaulle,33076,Bordeaux Cedex,,(+33)5-56-99-84-84,,(+33)5-56-99-87-83,dcp@cu-bordeaux.fr,http://www.lacub.com,http://www.marchespublics-aquitaine.org,,,,,False,False,,False,False
15-113018,SDTDMA,25020879000031,M. Delhaye Eric,,,Pôle d'activités du Griffon 80 rue Pierre-Gilles de Gennes,02000,Barenton bugny,,(+33) 3-23-23-78-20,,(+33) 3-23-23-08-04,info@valoraisne.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-77544,SDIS d'Indre et Loire,None,M. Le Président du C.A.S.D.I.S,,,Za de la Haute Limougère Route de Saint-Roch,37230,Fondettes,,(+33) 2-47-49-68-68,,(+33) 2-47-49-68-69,,http://www.sdis37.fr,http://www.sdis37.marcoweb.fr,,,,,False,False,,False,False
